PID,abs_velocity_mm_yr,stability_level,agent_predicted_level,recommended_action
144,4.2500895833333345,2,3,ENHANCED MONITORING
144,32.95366666666667,4,4,FIELD INSPECTION
144,73.16363333333332,4,4,FIELD INSPECTION
144,3.8097604166666534,2,3,ENHANCED MONITORING
144,19.29433124999998,3,3,ENHANCED MONITORING
144,11.887872916666664,3,3,ENHANCED MONITORING
144,7.319204166666661,2,3,ENHANCED MONITORING
144,87.53723541666666,4,4,FIELD INSPECTION
144,78.08842083333336,4,4,FIELD INSPECTION
144,37.65930416666667,4,4,FIELD INSPECTION
144,19.021408333333337,3,3,ENHANCED MONITORING
144,3.0772312500000063,2,3,ENHANCED MONITORING
144,65.86573541666667,4,4,FIELD INSPECTION
144,102.36435625000001,5,5,REINFORCE / ALARM
144,61.26764374999999,4,4,FIELD INSPECTION
144,16.655399999999997,3,3,ENHANCED MONITORING
144,45.03735416666669,5,5,REINFORCE / ALARM
144,23.725016666666672,3,3,ENHANCED MONITORING
144,134.37953333333334,5,5,REINFORCE / ALARM
144,0.5712104166666734,1,3,ENHANCED MONITORING
144,24.580310416666666,3,3,ENHANCED MONITORING
144,76.04606458333332,4,5,REINFORCE / ALARM
144,17.101816666666668,3,3,ENHANCED MONITORING
144,137.02759583333332,5,5,REINFORCE / ALARM
144,51.725487499999964,5,5,REINFORCE / ALARM
144,88.8003916666667,5,5,REINFORCE / ALARM
144,178.06140416666668,5,5,REINFORCE / ALARM
144,255.20626249999995,5,5,REINFORCE / ALARM
144,96.88662083333331,5,5,REINFORCE / ALARM
144,137.1128208333333,5,5,REINFORCE / ALARM
144,52.53715416666663,4,4,FIELD INSPECTION
144,93.11034166666666,4,5,REINFORCE / ALARM
144,34.04738750000001,4,4,FIELD INSPECTION
144,150.9882625,5,5,REINFORCE / ALARM
144,83.10655000000003,4,4,FIELD INSPECTION
144,173.56477083333334,5,5,REINFORCE / ALARM
144,142.80463333333336,5,5,REINFORCE / ALARM
144,137.16355,5,5,REINFORCE / ALARM
144,29.31537083333332,3,3,ENHANCED MONITORING
144,0.8329729166667098,1,3,ENHANCED MONITORING
144,17.537072916666705,3,3,ENHANCED MONITORING
144,65.80080208333338,4,4,FIELD INSPECTION
144,73.09971458333338,4,4,FIELD INSPECTION
144,92.41535208333329,4,4,FIELD INSPECTION
144,85.4918354166666,4,4,FIELD INSPECTION
144,43.01021666666662,4,4,FIELD INSPECTION
144,34.34161666666665,4,4,FIELD INSPECTION
144,65.6841249999999,4,4,FIELD INSPECTION
148,56.027320833333334,4,4,FIELD INSPECTION
148,82.59317083333333,4,4,FIELD INSPECTION
148,4.186170833333336,2,3,ENHANCED MONITORING
148,6.1402583333333345,2,3,ENHANCED MONITORING
148,5.648692708333335,2,3,ENHANCED MONITORING
148,35.69862187500001,4,4,FIELD INSPECTION
148,8.714763541666672,2,3,ENHANCED MONITORING
148,3.589595833333327,2,3,ENHANCED MONITORING
148,1.2408354166666697,1,3,ENHANCED MONITORING
148,11.050841666666662,3,3,ENHANCED MONITORING
148,17.911454166666662,3,3,ENHANCED MONITORING
148,46.75402916666666,4,4,FIELD INSPECTION
148,33.682137499999996,4,4,FIELD INSPECTION
148,1.6831937500000034,1,3,ENHANCED MONITORING
148,7.269489583333335,2,3,ENHANCED MONITORING
148,27.988295833333336,3,3,ENHANCED MONITORING
148,25.114995833333328,3,3,ENHANCED MONITORING
148,12.3028375,3,3,ENHANCED MONITORING
148,7.746343750000004,2,3,ENHANCED MONITORING
148,36.741106249999994,4,4,FIELD INSPECTION
148,31.47136041666667,4,4,FIELD INSPECTION
148,28.012645833333334,3,3,ENHANCED MONITORING
148,4.320095833333331,2,3,ENHANCED MONITORING
148,20.580822916666666,3,3,ENHANCED MONITORING
148,46.77635,4,4,FIELD INSPECTION
148,37.250427083333335,4,4,FIELD INSPECTION
148,38.331972916666665,4,4,FIELD INSPECTION
148,9.375764583333336,2,3,ENHANCED MONITORING
148,3.8736791666666677,2,3,ENHANCED MONITORING
148,26.885443749999997,3,3,ENHANCED MONITORING
148,9.62636666666667,2,3,ENHANCED MONITORING
148,27.698125000000005,3,3,ENHANCED MONITORING
148,10.858070833333334,3,3,ENHANCED MONITORING
148,0.10957500000000664,1,3,ENHANCED MONITORING
148,41.49950208333333,4,4,FIELD INSPECTION
148,13.095227083333336,3,3,ENHANCED MONITORING
148,3.5256770833333277,2,3,ENHANCED MONITORING
148,5.981476041666667,2,3,ENHANCED MONITORING
148,15.810759375000002,3,3,ENHANCED MONITORING
148,5.056176041666663,2,3,ENHANCED MONITORING
148,15.260347916666666,3,3,ENHANCED MONITORING
148,6.183885416666663,2,3,ENHANCED MONITORING
148,24.100412499999994,3,3,ENHANCED MONITORING
148,6.989464583333334,2,3,ENHANCED MONITORING
148,33.1707875,4,4,FIELD INSPECTION
148,56.4433,4,4,FIELD INSPECTION
148,79.40230625000001,4,4,FIELD INSPECTION
148,61.15908333333334,4,4,FIELD INSPECTION
148,9.164731249999988,3,3,ENHANCED MONITORING
148,133.81948333333332,5,5,REINFORCE / ALARM
148,95.62245,5,5,REINFORCE / ALARM
148,46.65561458333334,4,4,FIELD INSPECTION
148,49.30976458333333,4,4,FIELD INSPECTION
148,4.455035416666669,2,3,ENHANCED MONITORING
148,6.048945833333334,2,3,ENHANCED MONITORING
148,2.798220833333332,2,3,ENHANCED MONITORING
148,0.8339875000000015,1,3,ENHANCED MONITORING
148,55.58699166666667,4,4,FIELD INSPECTION
148,28.179037500000003,3,3,ENHANCED MONITORING
148,12.586920833333338,3,3,ENHANCED MONITORING
148,25.30370833333333,3,3,ENHANCED MONITORING
148,19.234470833333344,3,3,ENHANCED MONITORING
148,20.05222500000001,3,3,ENHANCED MONITORING
148,70.17872916666667,4,4,FIELD INSPECTION
148,41.3158625,5,5,REINFORCE / ALARM
148,19.370424999999997,3,3,ENHANCED MONITORING
148,41.882,4,4,FIELD INSPECTION
148,18.493825,3,3,ENHANCED MONITORING
148,78.50642916666666,4,4,FIELD INSPECTION
148,71.27447916666667,4,4,FIELD INSPECTION
148,70.37352916666667,4,4,FIELD INSPECTION
148,19.781331250000004,3,3,ENHANCED MONITORING
148,2.030181250000003,2,3,ENHANCED MONITORING
148,21.41886875,3,3,ENHANCED MONITORING
148,15.111204166666665,3,3,ENHANCED MONITORING
148,54.91127916666667,4,4,FIELD INSPECTION
148,49.148445833333334,4,4,FIELD INSPECTION
148,78.18785000000001,4,4,FIELD INSPECTION
148,1.588837500000004,1,3,ENHANCED MONITORING
148,0.9902333333333347,1,3,ENHANCED MONITORING
151,7.603287500000001,2,3,ENHANCED MONITORING
151,32.373325,4,4,FIELD INSPECTION
151,6.812927083333331,2,3,ENHANCED MONITORING
151,33.77547916666666,4,4,FIELD INSPECTION
151,38.544020833333335,4,4,FIELD INSPECTION
151,20.358629166666674,3,3,ENHANCED MONITORING
151,0.4119208333333315,1,3,ENHANCED MONITORING
151,16.78273020833333,3,3,ENHANCED MONITORING
151,32.974465625,4,4,FIELD INSPECTION
151,40.40020104166667,4,4,FIELD INSPECTION
151,37.388410416666666,4,4,FIELD INSPECTION
151,30.341114583333336,4,4,FIELD INSPECTION
151,35.42620625,4,4,FIELD INSPECTION
151,11.069104166666667,3,3,ENHANCED MONITORING
151,10.623702083333335,3,3,ENHANCED MONITORING
151,22.138208333333335,3,3,ENHANCED MONITORING
151,15.967512499999993,3,3,ENHANCED MONITORING
151,21.026224999999993,3,3,ENHANCED MONITORING
151,8.850210416666664,2,3,ENHANCED MONITORING
151,23.749366666666663,3,3,ENHANCED MONITORING
151,12.572209375,3,3,ENHANCED MONITORING
151,1.0942281250000008,1,3,ENHANCED MONITORING
151,2.362457291666671,2,3,ENHANCED MONITORING
151,5.675579166666658,2,3,ENHANCED MONITORING
151,22.184879166666672,3,3,ENHANCED MONITORING
151,28.2155625,3,3,ENHANCED MONITORING
151,9.144439583333336,2,3,ENHANCED MONITORING
151,37.54668541666667,4,4,FIELD INSPECTION
151,47.39626041666667,4,4,FIELD INSPECTION
151,48.377362500000004,4,4,FIELD INSPECTION
151,36.85879791666667,4,4,FIELD INSPECTION
151,36.96127083333333,4,4,FIELD INSPECTION
151,36.96532916666667,4,4,FIELD INSPECTION
151,18.727179166666662,3,3,ENHANCED MONITORING
151,9.990602083333332,2,3,ENHANCED MONITORING
151,58.87119791666667,4,4,FIELD INSPECTION
151,89.99658541666668,4,4,FIELD INSPECTION
151,62.24620937500001,4,4,FIELD INSPECTION
151,31.57332604166667,4,4,FIELD INSPECTION
151,26.447651041666663,3,3,ENHANCED MONITORING
151,3.434364583333332,2,3,ENHANCED MONITORING
151,9.508674999999998,2,3,ENHANCED MONITORING
151,31.19032083333333,4,4,FIELD INSPECTION
151,27.89393958333333,3,3,ENHANCED MONITORING
151,22.833197916666663,3,3,ENHANCED MONITORING
151,16.036504166666663,3,3,ENHANCED MONITORING
151,14.854514583333327,3,3,ENHANCED MONITORING
151,0.9364604166666647,1,3,ENHANCED MONITORING
151,72.67663333333333,4,4,FIELD INSPECTION
151,26.69571666666668,3,3,ENHANCED MONITORING
151,123.47479166666669,5,5,REINFORCE / ALARM
151,54.037722916666674,4,4,FIELD INSPECTION
151,85.43096041666668,4,4,FIELD INSPECTION
151,9.489397916666682,2,3,ENHANCED MONITORING
151,21.941379166666678,3,3,ENHANCED MONITORING
151,49.14438749999997,4,4,FIELD INSPECTION
151,67.85533333333336,4,4,FIELD INSPECTION
151,63.17201666666668,4,4,FIELD INSPECTION
151,87.41244166666668,4,4,FIELD INSPECTION
151,66.0676375,4,4,FIELD INSPECTION
151,17.60099166666667,3,3,ENHANCED MONITORING
151,63.145637499999964,4,4,FIELD INSPECTION
151,62.66472500000001,4,4,FIELD INSPECTION
151,100.42345833333336,5,5,REINFORCE / ALARM
151,48.089220833333364,4,4,FIELD INSPECTION
151,18.940241666666648,3,3,ENHANCED MONITORING
151,0.47685416666667396,1,3,ENHANCED MONITORING
151,8.337845833333327,2,3,ENHANCED MONITORING
151,81.97021666666666,5,5,REINFORCE / ALARM
151,44.38193333333337,5,5,REINFORCE / ALARM
151,22.53085208333333,3,3,ENHANCED MONITORING
151,56.94551875000002,4,4,FIELD INSPECTION
151,1.6142020833333912,1,3,ENHANCED MONITORING
151,6.899166666666662,2,3,ENHANCED MONITORING
151,9.342283333333368,2,3,ENHANCED MONITORING
151,27.704212499999993,3,3,ENHANCED MONITORING
151,25.875933333333332,3,3,ENHANCED MONITORING
151,20.993758333333354,3,3,ENHANCED MONITORING
151,30.626212499999994,4,4,FIELD INSPECTION
151,29.065783333333357,3,4,FIELD INSPECTION
152,5.485852083333332,2,3,ENHANCED MONITORING
152,13.527439583333333,3,3,ENHANCED MONITORING
152,12.763458333333332,3,3,ENHANCED MONITORING
152,6.094602083333334,2,3,ENHANCED MONITORING
152,20.029904166666668,3,3,ENHANCED MONITORING
152,21.50612291666667,3,3,ENHANCED MONITORING
152,45.010974999999995,4,4,FIELD INSPECTION
152,62.96504166666667,4,4,FIELD INSPECTION
152,54.786485416666665,4,4,FIELD INSPECTION
152,11.762064583333332,3,3,ENHANCED MONITORING
152,9.856677083333338,2,3,ENHANCED MONITORING
152,34.44104583333335,4,4,FIELD INSPECTION
152,62.88184583333335,4,4,FIELD INSPECTION
152,28.320064583333345,3,3,ENHANCED MONITORING
152,22.10472708333333,3,3,ENHANCED MONITORING
152,41.473122916666654,4,4,FIELD INSPECTION
152,53.655225,4,4,FIELD INSPECTION
152,3.065056249999993,2,3,ENHANCED MONITORING
152,20.042079166666653,3,3,ENHANCED MONITORING
152,21.18247083333333,3,3,ENHANCED MONITORING
152,12.862380208333336,3,3,ENHANCED MONITORING
152,12.814694791666662,3,3,ENHANCED MONITORING
152,16.893319791666666,3,3,ENHANCED MONITORING
152,23.501808333333333,3,3,ENHANCED MONITORING
152,7.903604166666668,2,3,ENHANCED MONITORING
152,29.19260625,3,3,ENHANCED MONITORING
152,22.72768125,3,3,ENHANCED MONITORING
152,55.87006041666667,4,4,FIELD INSPECTION
152,40.71725833333334,4,4,FIELD INSPECTION
152,50.928025,4,4,FIELD INSPECTION
152,19.858439583333332,3,3,ENHANCED MONITORING
152,12.459083333333334,3,3,ENHANCED MONITORING
152,17.9763875,3,3,ENHANCED MONITORING
152,14.497381249999998,3,3,ENHANCED MONITORING
152,24.953677083333332,3,3,ENHANCED MONITORING
152,13.198714583333334,3,3,ENHANCED MONITORING
152,30.71042291666667,4,4,FIELD INSPECTION
152,22.049432291666665,3,3,ENHANCED MONITORING
152,21.722736458333333,3,3,ENHANCED MONITORING
152,6.005826041666665,2,3,ENHANCED MONITORING
152,17.63650208333333,3,3,ENHANCED MONITORING
152,12.417485416666665,3,3,ENHANCED MONITORING
152,9.075955208333335,2,3,ENHANCED MONITORING
152,20.290144791666666,3,3,ENHANCED MONITORING
152,16.519953125,3,3,ENHANCED MONITORING
152,13.204802083333334,3,3,ENHANCED MONITORING
152,20.33427916666667,3,3,ENHANCED MONITORING
152,7.865050000000001,2,3,ENHANCED MONITORING
152,69.85406250000001,4,4,FIELD INSPECTION
152,38.1808,4,4,FIELD INSPECTION
152,108.61723333333332,5,5,REINFORCE / ALARM
152,11.41609166666664,3,3,ENHANCED MONITORING
152,83.41904166666667,4,4,FIELD INSPECTION
152,8.885720833333364,2,3,ENHANCED MONITORING
152,53.80741250000002,4,4,FIELD INSPECTION
152,26.30814583333333,3,3,ENHANCED MONITORING
152,63.91469166666665,4,4,FIELD INSPECTION
152,93.89968749999998,4,4,FIELD INSPECTION
152,50.049395833333335,4,4,FIELD INSPECTION
152,27.022412499999987,3,3,ENHANCED MONITORING
152,57.934737500000004,4,4,FIELD INSPECTION
152,70.13205833333335,4,4,FIELD INSPECTION
152,36.26323750000001,4,4,FIELD INSPECTION
152,21.774987500000005,3,3,ENHANCED MONITORING
152,17.88913333333331,3,3,ENHANCED MONITORING
152,19.731616666666657,3,3,ENHANCED MONITORING
152,5.389466666666682,2,3,ENHANCED MONITORING
152,25.28138750000001,3,3,ENHANCED MONITORING
152,27.276058333333324,3,3,ENHANCED MONITORING
152,41.35238750000001,4,4,FIELD INSPECTION
152,24.218104166666663,3,3,ENHANCED MONITORING
152,63.35362708333332,4,4,FIELD INSPECTION
152,26.710935416666672,4,3,ENHANCED MONITORING
152,27.77218958333334,3,3,ENHANCED MONITORING
152,15.104102083333338,3,3,ENHANCED MONITORING
152,50.94121458333334,4,4,FIELD INSPECTION
152,43.48605624999999,5,5,REINFORCE / ALARM
152,33.14440833333332,4,4,FIELD INSPECTION
152,67.04975416666666,5,5,REINFORCE / ALARM
152,127.18816666666667,5,5,REINFORCE / ALARM
153,10.898654166666669,3,3,ENHANCED MONITORING
153,13.02826458333333,3,3,ENHANCED MONITORING
153,6.867714583333336,2,3,ENHANCED MONITORING
153,5.671520833333331,2,3,ENHANCED MONITORING
153,13.339741666666667,3,3,ENHANCED MONITORING
153,0.9953062500000011,1,3,ENHANCED MONITORING
153,2.1448291666666655,2,3,ENHANCED MONITORING
153,8.978047916666666,2,3,ENHANCED MONITORING
153,14.645510416666665,3,3,ENHANCED MONITORING
153,0.04768541666666574,1,3,ENHANCED MONITORING
153,9.403158333333332,2,3,ENHANCED MONITORING
153,31.191335416666664,4,4,FIELD INSPECTION
153,38.469956249999996,4,4,FIELD INSPECTION
153,11.137081250000001,3,3,ENHANCED MONITORING
153,6.812927083333332,2,3,ENHANCED MONITORING
153,25.3787875,3,3,ENHANCED MONITORING
153,3.086362500000007,2,3,ENHANCED MONITORING
153,10.415712500000007,3,3,ENHANCED MONITORING
153,38.91535833333333,4,4,FIELD INSPECTION
153,19.280127083333333,3,3,ENHANCED MONITORING
153,17.092178125,3,3,ENHANCED MONITORING
153,25.016073958333333,3,3,ENHANCED MONITORING
153,4.591496875,2,3,ENHANCED MONITORING
153,15.70575,3,3,ENHANCED MONITORING
153,38.31675416666666,4,4,FIELD INSPECTION
153,37.17737708333333,4,4,FIELD INSPECTION
153,49.77342916666666,4,4,FIELD INSPECTION
153,8.29320416666667,2,3,ENHANCED MONITORING
153,7.677352083333335,2,3,ENHANCED MONITORING
153,18.108283333333333,3,3,ENHANCED MONITORING
153,3.7701916666666655,2,3,ENHANCED MONITORING
153,5.408743750000002,2,3,ENHANCED MONITORING
153,10.288889583333335,3,3,ENHANCED MONITORING
153,16.280004166666668,3,3,ENHANCED MONITORING
153,10.428902083333336,3,3,ENHANCED MONITORING
153,11.322749999999997,3,3,ENHANCED MONITORING
153,19.657552083333332,3,3,ENHANCED MONITORING
153,15.736187499999998,3,3,ENHANCED MONITORING
153,28.579797916666667,3,3,ENHANCED MONITORING
153,27.199964583333337,3,3,ENHANCED MONITORING
153,30.595775,4,4,FIELD INSPECTION
153,12.733020833333335,3,3,ENHANCED MONITORING
153,4.6843312500000005,2,3,ENHANCED MONITORING
153,20.030918749999998,3,3,ENHANCED MONITORING
153,11.451602083333333,3,3,ENHANCED MONITORING
153,34.503949999999996,4,4,FIELD INSPECTION
153,27.204022916666663,3,3,ENHANCED MONITORING
153,42.46335625,4,4,FIELD INSPECTION
153,14.09966458333333,3,3,ENHANCED MONITORING
153,32.384485416666664,4,4,FIELD INSPECTION
153,13.246399999999996,3,3,ENHANCED MONITORING
153,12.431689583333332,3,3,ENHANCED MONITORING
153,19.468839583333335,3,3,ENHANCED MONITORING
153,21.03535625,3,3,ENHANCED MONITORING
153,0.4220666666666683,1,3,ENHANCED MONITORING
153,52.1759625,4,4,FIELD INSPECTION
153,62.246716666666664,4,4,FIELD INSPECTION
153,34.58714583333334,4,4,FIELD INSPECTION
153,37.632925,4,4,FIELD INSPECTION
153,29.023170833333328,3,4,FIELD INSPECTION
153,4.602150000000002,2,3,ENHANCED MONITORING
153,0.14812916666666354,1,3,ENHANCED MONITORING
153,24.494070833333335,3,3,ENHANCED MONITORING
153,42.381175,4,4,FIELD INSPECTION
153,4.6447625,2,3,ENHANCED MONITORING
153,60.051158333333326,4,4,FIELD INSPECTION
153,20.768520833333337,3,3,ENHANCED MONITORING
153,27.679862499999995,3,3,ENHANCED MONITORING
153,11.085337500000003,3,3,ENHANCED MONITORING
153,52.76442083333333,4,4,FIELD INSPECTION
153,13.728327083333332,3,3,ENHANCED MONITORING
153,30.731729166666668,4,4,FIELD INSPECTION
153,8.445391666666668,2,3,ENHANCED MONITORING
153,11.289268749999998,3,3,ENHANCED MONITORING
153,14.127058333333336,3,3,ENHANCED MONITORING
153,19.883804166666668,3,3,ENHANCED MONITORING
153,8.530616666666665,3,3,ENHANCED MONITORING
153,67.1146875,4,4,FIELD INSPECTION
153,42.860058333333335,5,5,REINFORCE / ALARM
153,23.35570833333333,3,3,ENHANCED MONITORING
155,19.508408333333325,3,3,ENHANCED MONITORING
155,50.42479166666666,4,4,FIELD INSPECTION
155,7.517047916666674,2,3,ENHANCED MONITORING
155,2.4339854166666623,2,3,ENHANCED MONITORING
155,11.223828124999997,3,3,ENHANCED MONITORING
155,18.498390625000013,3,3,ENHANCED MONITORING
155,10.160544791666675,3,3,ENHANCED MONITORING
155,9.791236458333339,2,3,ENHANCED MONITORING
155,42.24775729166668,4,4,FIELD INSPECTION
155,3.338486458333333,2,3,ENHANCED MONITORING
155,27.152279166666673,3,3,ENHANCED MONITORING
155,15.27556666666667,3,3,ENHANCED MONITORING
155,37.27477708333333,4,4,FIELD INSPECTION
155,19.03865625,3,3,ENHANCED MONITORING
155,9.535054166666663,2,3,ENHANCED MONITORING
155,16.262756250000002,3,3,ENHANCED MONITORING
155,8.558010416666665,2,3,ENHANCED MONITORING
155,11.614949999999999,3,3,ENHANCED MONITORING
155,7.658074999999994,2,3,ENHANCED MONITORING
155,0.9232708333333312,1,3,ENHANCED MONITORING
155,1.0470500000000023,1,3,ENHANCED MONITORING
155,8.800495833333335,2,3,ENHANCED MONITORING
155,28.758364583333336,3,3,ENHANCED MONITORING
155,19.66465416666667,3,3,ENHANCED MONITORING
155,61.15198125,4,4,FIELD INSPECTION
155,2.7474916666666616,3,3,ENHANCED MONITORING
155,5.696885416666659,2,3,ENHANCED MONITORING
155,45.006916666666655,4,4,FIELD INSPECTION
155,18.549627083333327,3,3,ENHANCED MONITORING
155,32.40782083333333,4,4,FIELD INSPECTION
155,45.775970833333325,4,4,FIELD INSPECTION
155,33.74402708333333,4,4,FIELD INSPECTION
155,60.800935416666654,4,4,FIELD INSPECTION
155,7.520091666666659,2,3,ENHANCED MONITORING
155,5.300183333333337,2,3,ENHANCED MONITORING
155,17.504606250000005,3,3,ENHANCED MONITORING
155,13.526424999999998,3,3,ENHANCED MONITORING
155,4.798979166666666,2,3,ENHANCED MONITORING
155,93.58212291666666,4,4,FIELD INSPECTION
155,17.044999999999998,3,3,ENHANCED MONITORING
155,45.86119583333332,4,4,FIELD INSPECTION
155,7.229920833333331,2,3,ENHANCED MONITORING
155,28.6660375,3,3,ENHANCED MONITORING
155,65.79065625,4,4,FIELD INSPECTION
155,76.84555624999999,4,4,FIELD INSPECTION
155,54.56632083333333,4,4,FIELD INSPECTION
155,9.882041666666664,2,3,ENHANCED MONITORING
155,45.78002916666666,4,4,FIELD INSPECTION
155,16.11259791666667,3,3,ENHANCED MONITORING
155,47.55757916666666,4,4,FIELD INSPECTION
155,11.513491666666672,3,3,ENHANCED MONITORING
155,50.91077708333333,4,4,FIELD INSPECTION
155,76.42348958333332,4,4,FIELD INSPECTION
155,65.20828541666668,5,5,REINFORCE / ALARM
155,19.41100833333334,3,3,ENHANCED MONITORING
155,101.35484583333333,5,5,REINFORCE / ALARM
155,78.57745,4,4,FIELD INSPECTION
155,65.08349166666666,4,4,FIELD INSPECTION
155,21.38944583333333,3,3,ENHANCED MONITORING
155,36.93894999999999,4,4,FIELD INSPECTION
155,43.407933333333325,4,4,FIELD INSPECTION
155,15.624583333333339,3,3,ENHANCED MONITORING
155,49.495433333333324,4,4,FIELD INSPECTION
155,21.777016666666658,3,3,ENHANCED MONITORING
155,88.49804583333334,4,4,FIELD INSPECTION
155,84.67915416666668,4,4,FIELD INSPECTION
155,103.30081666666668,5,5,REINFORCE / ALARM
155,51.48401666666668,4,4,FIELD INSPECTION
155,83.67268749999998,5,5,REINFORCE / ALARM
155,96.90488333333332,5,5,REINFORCE / ALARM
155,128.44827916666665,5,5,REINFORCE / ALARM
155,6.735818750000001,2,3,ENHANCED MONITORING
155,49.77444374999999,4,5,REINFORCE / ALARM
155,100.13836041666666,5,5,REINFORCE / ALARM
155,68.16985416666667,4,4,FIELD INSPECTION
155,10.651095833333327,3,3,ENHANCED MONITORING
155,42.642937499999995,4,4,FIELD INSPECTION
155,19.4860875,3,3,ENHANCED MONITORING
155,6.190987500000001,2,3,ENHANCED MONITORING
155,57.08045833333335,4,4,FIELD INSPECTION
167,0.6736833333333309,1,3,ENHANCED MONITORING
167,21.139858333333333,3,3,ENHANCED MONITORING
167,4.729987499999999,2,3,ENHANCED MONITORING
167,14.895097916666666,3,3,ENHANCED MONITORING
167,6.783504166666664,2,3,ENHANCED MONITORING
167,19.460722916666665,3,3,ENHANCED MONITORING
167,31.665145833333327,4,4,FIELD INSPECTION
167,16.030416666666664,3,3,ENHANCED MONITORING
167,4.157762499999997,2,3,ENHANCED MONITORING
167,5.96473541666666,2,3,ENHANCED MONITORING
167,27.68189166666666,3,3,ENHANCED MONITORING
167,0.46366458333333566,1,3,ENHANCED MONITORING
167,4.809124999999995,2,3,ENHANCED MONITORING
167,11.374493749999997,3,3,ENHANCED MONITORING
167,14.53695,3,3,ENHANCED MONITORING
167,7.476464583333336,2,3,ENHANCED MONITORING
167,29.42494583333334,3,4,FIELD INSPECTION
167,8.541777083333336,2,3,ENHANCED MONITORING
167,18.47657708333333,3,3,ENHANCED MONITORING
167,25.19311875,3,3,ENHANCED MONITORING
167,10.415205208333338,3,3,ENHANCED MONITORING
167,14.69776145833333,3,3,ENHANCED MONITORING
167,6.704873958333327,2,3,ENHANCED MONITORING
167,31.211627083333344,4,3,ENHANCED MONITORING
167,0.5996187499999953,1,3,ENHANCED MONITORING
167,2.242229166666666,2,3,ENHANCED MONITORING
167,42.51915833333334,4,4,FIELD INSPECTION
167,26.14073958333333,3,3,ENHANCED MONITORING
167,8.109564583333333,2,3,ENHANCED MONITORING
167,25.162681250000006,3,3,ENHANCED MONITORING
167,1.9033583333333297,1,3,ENHANCED MONITORING
167,54.746916666666664,4,4,FIELD INSPECTION
167,84.19418333333333,4,4,FIELD INSPECTION
167,80.65633125,4,4,FIELD INSPECTION
167,38.99652499999999,4,4,FIELD INSPECTION
167,35.53578125000001,4,4,FIELD INSPECTION
167,57.48527708333333,4,4,FIELD INSPECTION
167,12.785271875000007,3,3,ENHANCED MONITORING
167,11.590092708333335,3,3,ENHANCED MONITORING
167,38.33755312499999,4,4,FIELD INSPECTION
167,3.166514583333333,2,3,ENHANCED MONITORING
167,27.63014791666667,3,3,ENHANCED MONITORING
167,49.19511666666667,4,4,FIELD INSPECTION
167,52.428593750000005,4,4,FIELD INSPECTION
167,33.51980416666668,4,4,FIELD INSPECTION
167,36.535145833333345,4,4,FIELD INSPECTION
167,39.789929166666674,4,4,FIELD INSPECTION
167,14.982352083333323,3,3,ENHANCED MONITORING
167,27.636235416666665,3,3,ENHANCED MONITORING
167,0.47279583333332437,1,3,ENHANCED MONITORING
167,4.6305583333333145,2,3,ENHANCED MONITORING
167,44.860816666666686,4,4,FIELD INSPECTION
167,7.087879166666691,2,3,ENHANCED MONITORING
167,26.088995833333342,3,3,ENHANCED MONITORING
167,70.50339583333331,4,4,FIELD INSPECTION
167,46.4009541666667,4,4,FIELD INSPECTION
167,8.731504166666683,2,3,ENHANCED MONITORING
167,55.589020833333315,5,5,REINFORCE / ALARM
167,95.11312916666668,4,5,REINFORCE / ALARM
167,72.08411666666667,5,5,REINFORCE / ALARM
167,34.09608750000005,4,4,FIELD INSPECTION
167,14.325916666666657,3,3,ENHANCED MONITORING
167,23.459195833333307,3,3,ENHANCED MONITORING
167,39.1466833333333,4,4,FIELD INSPECTION
167,32.982075000000044,4,4,FIELD INSPECTION
167,57.34019166666669,4,4,FIELD INSPECTION
167,14.336062500000034,3,3,ENHANCED MONITORING
167,86.58860000000004,4,4,FIELD INSPECTION
167,15.368908333333346,3,3,ENHANCED MONITORING
167,34.152904166666666,4,4,FIELD INSPECTION
167,31.239020833333342,4,4,FIELD INSPECTION
167,36.64573541666665,4,4,FIELD INSPECTION
167,1.7724770833333483,1,3,ENHANCED MONITORING
167,25.536047916666664,3,3,ENHANCED MONITORING
167,6.257949999999977,2,3,ENHANCED MONITORING
167,13.558891666666712,3,3,ENHANCED MONITORING
167,7.158900000000038,2,3,ENHANCED MONITORING
167,0.6330999999999657,1,3,ENHANCED MONITORING
167,19.548991666666666,3,3,ENHANCED MONITORING
167,2.855037500000049,2,3,ENHANCED MONITORING
172,26.896604166666663,3,3,ENHANCED MONITORING
172,24.530595833333336,3,3,ENHANCED MONITORING
172,21.591347916666667,3,3,ENHANCED MONITORING
172,18.739354166666665,3,3,ENHANCED MONITORING
172,9.587812499999998,2,3,ENHANCED MONITORING
172,19.115764583333334,3,3,ENHANCED MONITORING
172,19.6321875,3,3,ENHANCED MONITORING
172,29.003386458333335,3,3,ENHANCED MONITORING
172,29.763309375000006,3,3,ENHANCED MONITORING
172,0.2064677083333303,1,3,ENHANCED MONITORING
172,25.63750625,3,3,ENHANCED MONITORING
172,25.062237500000005,3,3,ENHANCED MONITORING
172,14.294464583333331,3,3,ENHANCED MONITORING
172,21.108406249999998,3,3,ENHANCED MONITORING
172,19.34100208333333,3,3,ENHANCED MONITORING
172,19.60175,3,3,ENHANCED MONITORING
172,36.44687708333334,4,4,FIELD INSPECTION
172,43.65041875,4,4,FIELD INSPECTION
